R_Priority,Weights,Data weightage %,Severity of defects,Complexity,Time,Cost,Number of defects linked,Test_Case,Sprint,Execution Status
W,3,7,2,5,4,140,25,T-mis-2733,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2733, Sprint 2,F
W,3,7,2,5,4,140,25,T-mis-2734,Sprint 1,P
W,3,7,2,5,4,140,25,T-mis-2734, Sprint 2,F
C,3,8,1,5,4,140,25,T-mis-2735,Sprint 1,F
C,3,8,1,5,4,140,25,T-mis-2735, Sprint 2,F
C,3,8,1,5,4,140,25,T-mis-2736,Sprint 1,F
C,3,8,1,5,4,140,25,T-mis-2736, Sprint 2,F
C,3,8,1,5,4,140,25,T-mis-2737,Sprint 1,F
C,3,8,1,5,4,140,25,T-mis-2737, Sprint 2,F
C,3,8,1,1,1,7,5,T-mis-2738,Sprint 1,F
C,3,8,1,1,1,7,5,T-mis-2738, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2739,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2739, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2740,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2740, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2741,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2741, Sprint 2,F
C,3,8,2,3,5,105,15,T-mis-2742,Sprint 1,P
C,3,8,2,3,5,105,15,T-mis-2742, Sprint 2,F
C,3,8,2,3,5,105,15,T-mis-2743,Sprint 1,F
C,3,8,2,3,5,105,15,T-mis-2743, Sprint 2,P
C,3,8,1,1,4,28,5,T-mis-2744,Sprint 1,F
C,3,8,1,1,4,28,5,T-mis-2744, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2745,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2745, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2746,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2746, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2747,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2747, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2748,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2748, Sprint 2,F
W,3,7,1,3,4,84,15,T-mis-2749,Sprint 1,F
W,3,7,1,3,4,84,15,T-mis-2749, Sprint 2,F
W,3,7,1,1,4,28,5,T-mis-2750,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2750, Sprint 2,F
W,3,7,1,1,4,28,5,T-mis-2751,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2751, Sprint 2,F
W,3,7,1,1,4,28,5,T-mis-2752,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2752, Sprint 2,F
W,3,7,1,1,4,28,5,T-mis-2753,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2753, Sprint 2,F
W,3,7,2,1,2,14,5,T-mis-2754,Sprint 1,F
W,3,7,2,1,2,14,5,T-mis-2754, Sprint 2,P
W,3,7,2,1,2,14,5,T-mis-2755,Sprint 1,F
W,3,7,2,1,2,14,5,T-mis-2755, Sprint 2,P
C,3,8,1,1,2.5,17.5,5,T-mis-2756,Sprint 1,F
C,3,8,1,1,2.5,17.5,5,T-mis-2756, Sprint 2,F
C,3,8,1,1,2.5,17.5,5,T-mis-2757,Sprint 1,F
C,3,8,1,1,2.5,17.5,5,T-mis-2757, Sprint 2,F
C,3,8,2,5,1.5,35,25,T-mis-2758,Sprint 1,F
C,3,8,2,5,1.5,35,25,T-mis-2758, Sprint 2,P
C,3,8,1,3,4,84,15,T-mis-2759,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2759, Sprint 2,F
C,3,8,1,3,4,84,15,T-mis-2760,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2760, Sprint 2,F
C,3,8,1,3,4,84,15,T-mis-2761,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2761, Sprint 2,F
W,3,7,1,1,2.5,17.5,5,T-mis-2762,Sprint 1,F
W,3,7,1,1,2.5,17.5,5,T-mis-2762, Sprint 2,F
W,3,7,1,1,2.5,17.5,5,T-mis-2763,Sprint 1,F
W,3,7,1,1,2.5,17.5,5,T-mis-2763, Sprint 2,F
W,3,7,1,1,2.5,17.5,5,T-mis-2764,Sprint 1,F
W,3,7,1,1,2.5,17.5,5,T-mis-2764, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2765,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2765, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2766,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2766, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2767,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2767, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2768,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2768, Sprint 2,F
W,3,7,2,1,5,35,5,T-mis-2769,Sprint 1,F
W,3,7,2,1,5,35,5,T-mis-2769, Sprint 2,P
W,3,7,2,1,5,35,5,T-mis-2770,Sprint 1,F
W,3,7,2,1,5,35,5,T-mis-2770, Sprint 2,P
W,3,7,2,1,5,35,5,T-mis-2771,Sprint 1,F
W,3,7,2,1,5,35,5,T-mis-2771, Sprint 2,P
W,3,7,2,1,5,35,5,T-mis-2772,Sprint 1,F
W,3,7,2,1,5,35,5,T-mis-2772, Sprint 2,P
W,3,7,2,1,5,35,5,T-mis-2773,Sprint 1,F
W,3,7,2,1,5,35,5,T-mis-2773, Sprint 2,P
W,3,7,2,1,5,35,5,T-mis-2774,Sprint 1,F
W,3,7,2,1,5,35,5,T-mis-2774, Sprint 2,P
W,3,7,1,5,4,140,25,T-mis-2775,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2775, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2776,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2776, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2777,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2777, Sprint 2,F
W,3,7,1,5,4,140,25,T-mis-2778,Sprint 1,F
W,3,7,1,5,4,140,25,T-mis-2778, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2779,Sprint 1,P
W,3,7,2,1,2.5,17.5,5,T-mis-2779, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2780,Sprint 1,P
W,3,7,2,1,2.5,17.5,5,T-mis-2780, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2781,Sprint 1,P
W,3,7,2,1,2.5,17.5,5,T-mis-2781, Sprint 2,F
W,3,7,2,5,2,70,25,T-mis-2782,Sprint 1,F
W,3,7,2,5,2,70,25,T-mis-2782, Sprint 2,P
C,3,8,2,1,2,14,5,T-mis-2783,Sprint 1,F
C,3,8,2,1,2,14,5,T-mis-2783, Sprint 2,P
C,3,8,1,5,2.5,87.5,25,T-mis-2784,Sprint 1,F
C,3,8,1,5,2.5,87.5,25,T-mis-2784, Sprint 2,F
C,3,8,1,5,2.5,87.5,25,T-mis-2785,Sprint 1,F
C,3,8,1,5,2.5,87.5,25,T-mis-2785, Sprint 2,F
C,3,8,1,5,2.5,87.5,25,T-mis-2786,Sprint 1,F
C,3,8,1,5,2.5,87.5,25,T-mis-2786, Sprint 2,F
W,3,7,2,5,5,175,25,T-mis-2787,Sprint 1,P
W,3,7,2,5,5,175,25,T-mis-2787, Sprint 2,F
W,3,7,2,5,5,175,25,T-mis-2788,Sprint 1,P
W,3,7,2,5,5,175,25,T-mis-2788, Sprint 2,F
W,3,7,2,5,5,175,25,T-mis-2789,Sprint 1,P
W,3,7,2,5,5,175,25,T-mis-2789, Sprint 2,F
W,3,7,2,5,5,175,25,T-mis-2790,Sprint 1,P
W,3,7,2,5,5,175,25,T-mis-2790, Sprint 2,F
C,3,8,1,1,5,35,5,T-mis-2791,Sprint 1,F
C,3,8,1,1,5,35,5,T-mis-2791, Sprint 2,F
C,3,8,1,1,5,35,5,T-mis-2792,Sprint 1,F
C,3,8,1,1,5,35,5,T-mis-2792, Sprint 2,F
C,3,8,1,1,5,35,5,T-mis-2793,Sprint 1,F
C,3,8,1,1,5,35,5,T-mis-2793, Sprint 2,F
C,3,8,1,1,5,35,5,T-mis-2794,Sprint 1,F
C,3,8,1,1,5,35,5,T-mis-2794, Sprint 2,F
W,3,7,1,5,1,35,25,T-mis-2795,Sprint 1,F
W,3,7,1,5,1,35,25,T-mis-2795, Sprint 2,F
W,3,7,2,1,4,28,5,T-mis-2796,Sprint 1,P
W,3,7,2,1,4,28,5,T-mis-2796, Sprint 2,F
W,3,7,2,1,4,28,5,T-mis-2797,Sprint 1,P
W,3,7,2,1,4,28,5,T-mis-2797, Sprint 2,F
W,3,7,2,1,4,28,5,T-mis-2798,Sprint 1,P
W,3,7,2,1,4,28,5,T-mis-2798, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2799,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2799, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2800,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2800, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2801,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2801, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2802,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2802, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2803,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2803, Sprint 2,F
C,3,8,2,5,2,70,25,T-mis-2804,Sprint 1,P
C,3,8,2,5,2,70,25,T-mis-2804, Sprint 2,F
C,3,8,1,3,4,84,15,T-mis-2805,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2805, Sprint 2,F
C,3,8,1,3,4,84,15,T-mis-2806,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2806, Sprint 2,F
C,3,8,1,3,4,84,15,T-mis-2807,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2807, Sprint 2,F
C,3,8,1,5,1.5,52.5,25,T-mis-2808,Sprint 1,F
C,3,8,1,5,1.5,52.5,25,T-mis-2808, Sprint 2,F
C,3,8,2,5,1.5,52.5,25,T-mis-2809,Sprint 1,P
C,3,8,2,5,1.5,52.5,25,T-mis-2809, Sprint 2,F
C,3,8,2,5,4,140,25,T-mis-2810,Sprint 1,P
C,3,8,2,5,4,140,25,T-mis-2810, Sprint 2,F
C,3,8,2,5,4,140,25,T-mis-2811,Sprint 1,P
C,3,8,2,5,4,140,25,T-mis-2811, Sprint 2,F
C,3,8,2,5,4,140,25,T-mis-2812,Sprint 1,P
C,3,8,2,5,4,140,25,T-mis-2812, Sprint 2,F
W,3,7,1,3,1.5,31.5,15,T-mis-2813,Sprint 1,F
W,3,7,1,3,1.5,31.5,15,T-mis-2813, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2814,Sprint 1,P
W,3,7,2,1,2.5,17.5,5,T-mis-2814, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2815,Sprint 1,P
W,3,7,2,1,2.5,17.5,5,T-mis-2815, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2816,Sprint 1,P
W,3,7,2,1,2.5,17.5,5,T-mis-2816, Sprint 2,F
W,3,7,2,1,4,28,5,T-mis-2817,Sprint 1,F
W,3,7,2,1,4,28,5,T-mis-2817, Sprint 2,P
W,3,7,2,1,4,28,5,T-mis-2818,Sprint 1,F
W,3,7,2,1,4,28,5,T-mis-2818, Sprint 2,P
C,3,8,2,1,4,28,5,T-mis-2819,Sprint 1,F
C,3,8,2,1,4,28,5,T-mis-2819, Sprint 2,P
C,3,8,2,1,4,28,5,T-mis-2820,Sprint 1,F
C,3,8,2,1,4,28,5,T-mis-2820, Sprint 2,P
C,3,8,2,1,4,28,5,T-mis-2821,Sprint 1,F
C,3,8,2,1,4,28,5,T-mis-2821, Sprint 2,P
C,3,8,2,1,4,28,5,T-mis-2822,Sprint 1,F
C,3,8,2,1,4,28,5,T-mis-2822, Sprint 2,P
C,3,8,1,3,4,84,15,T-mis-2823,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2823, Sprint 2,F
C,3,8,1,3,4,84,15,T-mis-2824,Sprint 1,F
C,3,8,1,3,4,84,15,T-mis-2824, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2825,Sprint 1,F
C,3,8,2,3,4,84,15,T-mis-2825, Sprint 2,P
C,3,8,2,3,4,84,15,T-mis-2826,Sprint 1,F
C,3,8,2,3,4,84,15,T-mis-2826, Sprint 2,P
C,3,8,2,3,1.5,31.5,15,T-mis-2827,Sprint 1,F
C,3,8,2,3,1.5,31.5,15,T-mis-2827, Sprint 2,P
C,3,8,1,5,1,35,25,T-mis-2828,Sprint 1,F
C,3,8,1,5,1,35,25,T-mis-2828, Sprint 2,F
W,3,7,2,1,4.5,31.5,5,T-mis-2829,Sprint 1,F
W,3,7,2,1,4.5,31.5,5,T-mis-2829, Sprint 2,P
W,3,7,2,1,4.5,31.5,5,T-mis-2830,Sprint 1,F
W,3,7,2,1,4.5,31.5,5,T-mis-2830, Sprint 2,P
W,3,7,2,1,4.5,31.5,5,T-mis-2831,Sprint 1,F
W,3,7,2,1,4.5,31.5,5,T-mis-2831, Sprint 2,P
W,3,7,1,1,2.5,17.5,5,T-mis-2832,Sprint 1,F
W,3,7,1,1,2.5,17.5,5,T-mis-2832, Sprint 2,F
W,3,7,1,1,2.5,17.5,5,T-mis-2833,Sprint 1,F
W,3,7,1,1,2.5,17.5,5,T-mis-2833, Sprint 2,F
W,3,7,1,1,2.5,17.5,5,T-mis-2834,Sprint 1,F
W,3,7,1,1,2.5,17.5,5,T-mis-2834, Sprint 2,F
W,3,7,1,1,2.5,17.5,5,T-mis-2835,Sprint 1,F
W,3,7,1,1,2.5,17.5,5,T-mis-2835, Sprint 2,F
W,3,7,2,1,1.5,10.5,5,T-mis-2836,Sprint 1,P
W,3,7,2,1,1.5,10.5,5,T-mis-2836, Sprint 2,F
W,3,7,2,1,2.5,17.5,5,T-mis-2837,Sprint 1,F
W,3,7,2,1,2.5,17.5,5,T-mis-2837, Sprint 2,P
W,3,7,2,1,2.5,17.5,5,T-mis-2838,Sprint 1,F
W,3,7,2,1,2.5,17.5,5,T-mis-2838, Sprint 2,P
W,3,7,2,1,2.5,17.5,5,T-mis-2839,Sprint 1,F
W,3,7,2,1,2.5,17.5,5,T-mis-2839, Sprint 2,P
C,3,8,2,1,4.5,31.5,5,T-mis-2840,Sprint 1,P
C,3,8,2,1,4.5,31.5,5,T-mis-2840, Sprint 2,F
C,3,8,2,1,4.5,31.5,5,T-mis-2841,Sprint 1,P
C,3,8,2,1,4.5,31.5,5,T-mis-2841, Sprint 2,F
C,3,8,2,1,4.5,31.5,5,T-mis-2842,Sprint 1,P
C,3,8,2,1,4.5,31.5,5,T-mis-2842, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2843,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2843, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2844,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2844, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2845,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2845, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2846,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2846, Sprint 2,F
W,3,7,1,3,2.5,52.5,15,T-mis-2847,Sprint 1,F
W,3,7,1,3,2.5,52.5,15,T-mis-2847, Sprint 2,F
W,3,7,2,3,4,84,15,T-mis-2848,Sprint 1,P
W,3,7,2,3,4,84,15,T-mis-2848, Sprint 2,F
W,3,7,2,3,4,84,15,T-mis-2849,Sprint 1,P
W,3,7,2,3,4,84,15,T-mis-2849, Sprint 2,F
W,3,7,2,3,4,84,15,T-mis-2850,Sprint 1,P
W,3,7,2,3,4,84,15,T-mis-2850, Sprint 2,F
W,3,7,2,3,2.5,52.5,15,T-mis-2851,Sprint 1,F
W,3,7,2,3,2.5,52.5,15,T-mis-2851, Sprint 2,P
W,3,7,2,3,2.5,52.5,15,T-mis-2852,Sprint 1,F
W,3,7,2,3,2.5,52.5,15,T-mis-2852, Sprint 2,P
W,3,7,1,3,2,42,15,T-mis-2853,Sprint 1,F
W,3,7,1,3,2,42,15,T-mis-2853, Sprint 2,F
W,3,7,1,3,2,42,15,T-mis-2854,Sprint 1,F
W,3,7,1,3,2,42,15,T-mis-2854, Sprint 2,F
C,3,8,2,3,2.5,52.5,15,T-mis-2855,Sprint 1,P
C,3,8,2,3,2.5,52.5,15,T-mis-2855, Sprint 2,F
C,3,8,2,3,2.5,52.5,15,T-mis-2856,Sprint 1,P
C,3,8,2,3,2.5,52.5,15,T-mis-2856, Sprint 2,F
C,3,8,2,1,1,7,5,T-mis-2857,Sprint 1,F
C,3,8,2,1,1,7,5,T-mis-2857, Sprint 2,P
C,3,8,2,1,4,28,5,T-mis-2858,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2858, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2859,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2859, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2860,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2860, Sprint 2,F
C,3,8,1,3,3,63,15,T-mis-2861,Sprint 1,F
C,3,8,1,3,3,63,15,T-mis-2861, Sprint 2,F
C,3,8,1,3,3,63,15,T-mis-2862,Sprint 1,F
C,3,8,1,3,3,63,15,T-mis-2862, Sprint 2,F
W,3,7,2,1,1.5,10.5,5,T-mis-2863,Sprint 1,P
W,3,7,2,1,1.5,10.5,5,T-mis-2863, Sprint 2,F
W,3,7,2,1,5,35,5,T-mis-2864,Sprint 1,P
W,3,7,2,1,5,35,5,T-mis-2864, Sprint 2,F
W,3,7,2,1,5,35,5,T-mis-2865,Sprint 1,P
W,3,7,2,1,5,35,5,T-mis-2865, Sprint 2,F
W,3,7,2,1,5,35,5,T-mis-2866,Sprint 1,P
W,3,7,2,1,5,35,5,T-mis-2866, Sprint 2,F
W,3,7,2,1,5,35,5,T-mis-2867,Sprint 1,P
W,3,7,2,1,5,35,5,T-mis-2867, Sprint 2,F
W,3,7,1,3,4,84,15,T-mis-2868,Sprint 1,F
W,3,7,1,3,4,84,15,T-mis-2868, Sprint 2,F
W,3,7,1,3,4,84,15,T-mis-2869,Sprint 1,F
W,3,7,1,3,4,84,15,T-mis-2869, Sprint 2,F
W,3,7,1,3,4,84,15,T-mis-2870,Sprint 1,F
W,3,7,1,3,4,84,15,T-mis-2870, Sprint 2,F
W,3,7,1,3,4,84,15,T-mis-2871,Sprint 1,F
W,3,7,1,3,4,84,15,T-mis-2871, Sprint 2,F
W,3,7,2,3,4,84,15,T-mis-2872,Sprint 1,P
W,3,7,2,3,4,84,15,T-mis-2872, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2873,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2873, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2874,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2874, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2875,Sprint 1,P
C,3,8,2,1,4,28,5,T-mis-2875, Sprint 2,F
C,3,8,2,1,4,28,5,T-mis-2876,Sprint 1,F
C,3,8,2,1,4,28,5,T-mis-2876, Sprint 2,P
C,3,8,2,1,4,28,5,T-mis-2877,Sprint 1,F
C,3,8,2,1,4,28,5,T-mis-2877, Sprint 2,P
C,3,8,2,1,4,28,5,T-mis-2878,Sprint 1,F
C,3,8,2,1,4,28,5,T-mis-2878, Sprint 2,P
C,3,8,2,1,4,28,5,T-mis-2879,Sprint 1,F
C,3,8,2,1,4,28,5,T-mis-2879, Sprint 2,P
C,3,8,2,3,1.5,31.5,15,T-mis-2880,Sprint 1,F
C,3,8,2,3,1.5,31.5,15,T-mis-2880, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2881,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2881, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2882,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2882, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2883,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2883, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2884,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2884, Sprint 2,P
C,3,8,2,3,2,42,15,T-mis-2885,Sprint 1,F
C,3,8,2,3,2,42,15,T-mis-2885, Sprint 2,P
C,3,8,2,3,2,42,15,T-mis-2886,Sprint 1,F
C,3,8,2,3,2,42,15,T-mis-2886, Sprint 2,P
W,3,7,2,3,2.5,52.5,15,T-mis-2887,Sprint 1,F
W,3,7,2,3,2.5,52.5,15,T-mis-2887, Sprint 2,P
W,3,7,2,3,2.5,52.5,15,T-mis-2888,Sprint 1,F
W,3,7,2,3,2.5,52.5,15,T-mis-2888, Sprint 2,P
W,3,7,2,1,2,14,5,T-mis-2889,Sprint 1,F
W,3,7,2,1,2,14,5,T-mis-2889, Sprint 2,P
W,3,7,2,1,2,14,5,T-mis-2890,Sprint 1,F
W,3,7,2,1,2,14,5,T-mis-2890, Sprint 2,P
W,3,7,2,3,1.5,31.5,15,T-mis-2891,Sprint 1,P
W,3,7,2,3,1.5,31.5,15,T-mis-2891, Sprint 2,F
W,3,7,2,3,1.5,31.5,15,T-mis-2892,Sprint 1,P
W,3,7,2,3,1.5,31.5,15,T-mis-2892, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2893,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2893, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2894,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2894, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2895,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2895, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2896,Sprint 1,P
C,3,8,2,3,4,84,15,T-mis-2896, Sprint 2,F
C,3,8,2,5,2.5,87.5,25,T-mis-2897,Sprint 1,P
C,3,8,2,5,2.5,87.5,25,T-mis-2897, Sprint 2,F
C,3,8,2,5,2.5,87.5,25,T-mis-2898,Sprint 1,P
C,3,8,2,5,2.5,87.5,25,T-mis-2898, Sprint 2,F
C,3,8,2,5,2.5,87.5,25,T-mis-2899,Sprint 1,P
C,3,8,2,5,2.5,87.5,25,T-mis-2899, Sprint 2,F
C,3,8,2,3,4,84,15,T-mis-2900,Sprint 1,F
C,3,8,2,3,4,84,15,T-mis-2900, Sprint 2,P
C,3,8,2,3,4,84,15,T-mis-2901,Sprint 1,F
C,3,8,2,3,4,84,15,T-mis-2901, Sprint 2,P
C,3,8,2,3,4,84,15,T-mis-2902,Sprint 1,F
C,3,8,2,3,4,84,15,T-mis-2902, Sprint 2,P
C,3,8,2,3,2,42,15,T-mis-2903,Sprint 1,F
C,3,8,2,3,2,42,15,T-mis-2903, Sprint 2,P
C,3,8,2,3,2,42,15,T-mis-2904,Sprint 1,F
C,3,8,2,3,2,42,15,T-mis-2904, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2905,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2905, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2906,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2906, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2907,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2907, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2908,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2908, Sprint 2,P
W,3,7,1,1,1.5,10.5,5,T-mis-2909,Sprint 1,F
W,3,7,1,1,1.5,10.5,5,T-mis-2909, Sprint 2,F
C,3,8,1,3,2.5,52.5,15,T-mis-2910,Sprint 1,F
C,3,8,1,3,2.5,52.5,15,T-mis-2910, Sprint 2,F
C,3,8,1,3,2.5,52.5,15,T-mis-2911,Sprint 1,F
C,3,8,1,3,2.5,52.5,15,T-mis-2911, Sprint 2,F
C,3,8,1,3,2.5,52.5,15,T-mis-2912,Sprint 1,F
C,3,8,1,3,2.5,52.5,15,T-mis-2912, Sprint 2,F
C,3,8,1,3,2.5,52.5,15,T-mis-2913,Sprint 1,F
C,3,8,1,3,2.5,52.5,15,T-mis-2913, Sprint 2,F
W,3,7,1,3,5,105,15,T-mis-2914,Sprint 1,F
W,3,7,1,3,5,105,15,T-mis-2914, Sprint 2,F
W,3,7,1,3,5,105,15,T-mis-2915,Sprint 1,F
W,3,7,1,3,5,105,15,T-mis-2915, Sprint 2,F
C,3,8,1,5,4.5,157.5,25,T-mis-2916,Sprint 1,F
C,3,8,1,5,4.5,157.5,25,T-mis-2916, Sprint 2,F
C,3,8,1,5,4.5,157.5,25,T-mis-2917,Sprint 1,F
C,3,8,1,5,4.5,157.5,25,T-mis-2917, Sprint 2,F
C,3,8,1,5,4.5,157.5,25,T-mis-2918,Sprint 1,F
C,3,8,1,5,4.5,157.5,25,T-mis-2918, Sprint 2,F
C,3,8,1,5,4.5,157.5,25,T-mis-2919,Sprint 1,F
C,3,8,1,5,4.5,157.5,25,T-mis-2919, Sprint 2,F
W,3,7,2,1,5,35,5,T-mis-2920,Sprint 1,F
W,3,7,2,1,5,35,5,T-mis-2920, Sprint 2,P
W,3,7,2,1,5,35,5,T-mis-2921,Sprint 1,F
W,3,7,2,1,5,35,5,T-mis-2921, Sprint 2,P
W,3,7,2,1,5,35,5,T-mis-2922,Sprint 1,F
W,3,7,2,1,5,35,5,T-mis-2922, Sprint 2,P
W,3,7,2,1,5,35,5,T-mis-2923,Sprint 1,F
W,3,7,2,1,5,35,5,T-mis-2923, Sprint 2,P
W,3,7,1,1,4,28,5,T-mis-2924,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2924, Sprint 2,F
W,3,7,1,1,4,28,5,T-mis-2925,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2925, Sprint 2,F
W,3,7,1,1,4,28,5,T-mis-2926,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2926, Sprint 2,F
W,3,7,1,1,4,28,5,T-mis-2927,Sprint 1,F
W,3,7,1,1,4,28,5,T-mis-2927, Sprint 2,F
C,3,8,2,5,4,140,25,T-mis-2928,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2928, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2929,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2929, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2930,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2930, Sprint 2,P
C,3,8,2,5,4,140,25,T-mis-2931,Sprint 1,F
C,3,8,2,5,4,140,25,T-mis-2931, Sprint 2,P
W,3,7,2,5,2.5,87.5,25,T-mis-2932,Sprint 1,F
W,3,7,2,5,2.5,87.5,25,T-mis-2932, Sprint 2,P
W,3,7,2,5,2.5,87.5,25,T-mis-2933,Sprint 1,F
W,3,7,2,5,2.5,87.5,25,T-mis-2933, Sprint 2,P
W,3,7,2,5,4,140,25,T-mis-2934,Sprint 1,F
W,3,7,2,5,4,140,25,T-mis-2934, Sprint 2,P
W,3,7,2,5,4,140,25,T-mis-2935,Sprint 1,F
W,3,7,2,5,4,140,25,T-mis-2935, Sprint 2,P
C,3,8,2,3,1.5,31.5,15,T-mis-2936,Sprint 1,P
C,3,8,2,3,1.5,31.5,15,T-mis-2936, Sprint 2,F
